LAPORAN HEALTH CHECK CCTV BAGOPS K3I-KORLANTAS    •    21 Jun 2026 08:07 WIB    •    Total 1120   |   Healthy 24   |   Unhealthy 861   |   Timeout 235,,,,,,,,,,,,,,,,,,
NO,CHECK_TIMESTAMP,KATEGORI,SUB KATEGORI,WILAYAH PROJECT,WILAYAH POLDA,NAMA CCTV,IP,LATITUDE,LONGITUDE,RTSP-1,CCTV_ID,Tipe CCTV,IS_ACTIVE_K3I,STATUS_PING,LATENCY_PING_MS,STREAM_TYPE,STREAM_DETAIL,HEALTH_STATUS
311,2026-06-21 08:07:04,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Kalimantan Barat,CCTV ENTIKONG 3 (DOM),10.45.67.9,"0,98554","110,35196",rtsp://operator:Qwerty654321@@10.45.67.9:554/Streaming/Channels/102/,cctv_36ea183e-0f6b-4475-bf73-4bae6e4ce7ab,Arteri,No,OFFLINE,N/A,RTSP,BE 400 (stream tidak tersedia),Unhealthy
312,2026-06-21 08:07:01,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Banten,Arimbi Bawah 1 FIX,vms.k3i-korlantas.id,"-6,1205","106,185444",https://vms.k3i-korlantas.id/K3i/6POLDA/BNT-002_Arimbi_Bawah_1_FIX.stream/playlist.m3u8,cctv_36f0aae5-0f22-46db-a7ef-73cb881f236e,Arteri,No,ONLINE,"39,33",VMS,HTTP 502,Unhealthy
313,2026-06-21 08:07:01,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Sulawesi Utara,ST. Kalabat,vms.k3i-korlantas.id,"1,45868","124,83785",https://vms.k3i-korlantas.id/K3i/6POLDA/SLT-008_ST_Kalabat.stream/playlist.m3u8,cctv_375123e4-745b-49e8-8fa4-9a4ee24d7ef6,Arteri,Yes,ONLINE,"45,51",VMS,HTTP 502,Unhealthy
314,2026-06-21 08:07:01,BAGOPS,KORLANTAS - RTMC,HARWAT RTMC 4 POLDA,Polda Sulawesi Tenggara,Simpang Kopi Daeng,vms.k3i-korlantas.id,"-3,97179","122,52655",https://vms.k3i-korlantas.id/K3i/2024/SLTR-006_Simpang_Kopi_Daeng.stream/playlist.m3u8,cctv_3863e1a8-27df-4448-90e4-c2689ebad33a,Arteri,No,ONLINE,"38,43",VMS,HTTP 502,Unhealthy
315,2026-06-21 08:07:01,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Sulawesi Utara,Dpn BPPAUD,vms.k3i-korlantas.id,"1,45883","124,82126",https://vms.k3i-korlantas.id/K3i/6POLDA/SLT-022_Dpn_BPPAUD.stream/playlist.m3u8,cctv_3899ae95-46f8-4ac3-a6d1-fa8d9b003310,Arteri,No,ONLINE,"25,62",VMS,HTTP 502,Unhealthy
316,2026-06-21 08:07:01,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2022,Polda Sulawesi Selatan,Smpang RS. Sumantri (jl. Agus salim - A. Yani) (SPBU),vms.k3i-korlantas.id,"-4,012819","119,625247",https://vms.k3i-korlantas.id/K3i/2RTMC-2TMC/DLS-017_Simpang_Bakaran_Batu-HOS_Cokroaminoto.stream/playlist.m3u8,cctv_38ee498b-d606-462d-96b0-90049cbe540f,Arteri,No,ONLINE,"13,28",VMS,HTTP 502,Unhealthy
317,2026-06-21 08:07:01,BAGOPS,KORLANTAS - RTMC,RTMC 3 POLDA,Polda Sulawesi Tengah,Bundaran Palupi,vms.k3i-korlantas.id,"-0,9223219","119,858507",https://vms.k3i-korlantas.id/K3i/2022/SULTENG-001_Bundaran_Palupi.stream/playlist.m3u8,cctv_39d29712-e34b-4a82-a876-06171fe0104b,Arteri,No,ONLINE,"76,78",VMS,HTTP 502,Unhealthy
318,2026-06-21 08:07:01,BAGOPS,KORLANTAS - TMC,TMC 8 POLRES,Polda Jawa Timur,Simpang 4 Sidomoro,vms.k3i-korlantas.id,"-7,170999","112,653712",https://vms.k3i-korlantas.id/K3i/2020/GRSK-019_Simpang_4_Sidomoro.stream/playlist.m3u8,cctv_3b400a95-b275-4801-a796-12edfe82a862,Arteri,No,ONLINE,"59,74",VMS,HTTP 502,Unhealthy
319,2026-06-21 08:07:03,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2022,Polda Sumatera Utara,APIL RAMBUNG MERAH,172.16.60.3,"2,9749509","99,0788801",rtsp://onvif:lantas123!!@172.16.60.3:554/live/5E02F48F-F5E0-4C4A-B579-2CD044F25188,cctv_3baec8be-0ef1-47cc-8e3e-f28e73c5174f,Arteri,No,OFFLINE,N/A,RTSP,BE 400 (stream tidak tersedia),Unhealthy
320,2026-06-21 08:07:01,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2022,Polda Jawa Tengah,Batas Kota Pasar Kleco,vms.k3i-korlantas.id,"-7,55726","110,77947",https://vms.k3i-korlantas.id/K3i/2RTMC-2TMC/SUMUT-006_Simpang_Kawat_Asahan.stream/playlist.m3u8,cctv_3bc332d3-74c4-4abd-b1fd-443534d89843,Arteri,No,ONLINE,"32,83",VMS,HTTP 502,Unhealthy
321,2026-06-21 08:07:04,BAGOPS,KORLANTAS - TMC,TMC 8 POLRES,Polda Kalimantan Timur,Simpang Pos Plaza 1,10.45.42.19,"-1,2769582","116,8358642",rtsp://onvif:lantas123!!@10.45.42.19:554/live/7F735E5B-9052-46B5-8F1D-79FB781E3187,cctv_3c0a8ea3-06ce-4333-95d4-ce719a324298,Arteri,No,OFFLINE,N/A,RTSP,BE 400 (stream tidak tersedia),Unhealthy
322,2026-06-21 08:07:01,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Banten,Arimbi atas FIX 2,vms.k3i-korlantas.id,"-6,11824996","106,1830401",https://vms.k3i-korlantas.id/K3i/6POLDA/BNT-005_Arimbi_atas_FIX_2.stream/playlist.m3u8,cctv_3c287b0b-7402-42ac-8915-15119be45d8f,Arteri,No,ONLINE,"17,78",VMS,HTTP 502,Unhealthy
323,2026-06-21 08:07:01,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Jawa Barat,Alun-alun Bandung,vms.k3i-korlantas.id,"-6,92141","107,6074",https://vms.k3i-korlantas.id/K3i/JABAR/072_Alun-Alun_Braga_Bandung.stream/playlist.m3u8,cctv_3c511176-b2bd-4ef6-8f65-a0c2606c297d,Arteri,No,ONLINE,"20,5",VMS,HTTP 502,Unhealthy
324,2026-06-21 08:07:02,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2022,Polda Sumatera Utara,Perlanaan,vms.k3i-korlantas.id,"3,168873","99,366978",https://vms.k3i-korlantas.id/K3i/2023/SML-006_Perlanaan.stream/playlist.m3u8,cctv_3c5a74ce-865e-4d94-aa1c-d9e548cef3e1,Arteri,No,ONLINE,"21,8",VMS,HTTP 502,Unhealthy
325,2026-06-21 08:07:02,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Jawa Timur,Mall Cito Waru,vms.k3i-korlantas.id,"-7,3456","112,72898",https://vms.k3i-korlantas.id/K3i/JATIM/175_Mall_Citowaru_Surabaya.stream/playlist.m3u8,cctv_3cd43c01-a5d9-4fd9-b16b-0ea51ddfc831,Arteri,Yes,ONLINE,"30,76",VMS,HTTP 502,Unhealthy
326,2026-06-21 08:06:44,BAGOPS,KORLANTAS - TMC,TMC 8 POLRES,Polda Jawa Tengah,SP Pantai Petanahan Pansela,10.45.42.19,"-7,766768","109,583884",rtsp://onvif:lantas123!!@10.45.42.19:554/live/4FC29180-ACF6-468E-86BA-85139BB2AC74,cctv_3cff594e-9aeb-4501-8d56-62862395f75a,Arteri,No,OFFLINE,N/A,RTSP,Playlist timeout,TIMEOUT
327,2026-06-21 08:06:44,BAGOPS,KORLANTAS - TMC,RTMC 2 POLDA,Polda Sumatera Utara,CTV352 KORLAN SUMUT POLSEK MUARA SIPONGI,vms.k3i-korlantas.id,"0,62033477","99,85234218",https://vms.k3i-korlantas.id/K3i/SMARTCITY/SMCT-058_Korlan_Jabar_Soreang.stream/playlist.m3u8,cctv_3d6ad302-629d-468e-b854-e84b7f7fb90c,Arteri,Yes,ONLINE,"31,7",VMS,Playlist timeout,TIMEOUT
328,2026-06-21 08:06:37,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2022,Polda Sumatera Utara,PASAR HORAS ARAH MEDAN,172.16.60.3,"2,9589623","99,0669395",rtsp://onvif:lantas123!!@172.16.60.3:554/live/B614F4F0-3652-49D9-9713-3091473A0BE7,cctv_3da2f68b-90e7-447c-adff-3252b6f177e9,Arteri,No,OFFLINE,N/A,RTSP,BE 400 (stream tidak tersedia),Unhealthy
329,2026-06-21 08:06:44,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Bangka Belitung,SP. Semabung 2 FIX 2,vms.k3i-korlantas.id,"-2,134306","106,117833",https://vms.k3i-korlantas.id/K3i/6POLDA/BBL-018_SP_Semabung_2_FIX_2.stream/playlist.m3u8,cctv_3e3b1e7f-246d-499e-971b-e0e99f29941f,Arteri,No,ONLINE,"52,34",VMS,Playlist timeout,TIMEOUT
330,2026-06-21 08:06:45,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Sulawesi Utara,Dpn poli kesehatan,vms.k3i-korlantas.id,"1,45738","124,80681",https://vms.k3i-korlantas.id/K3i/6POLDA/SLT-019_Dpn_poli_kesehatan.stream/playlist.m3u8,cctv_3ec908a2-0ad3-4c6f-b722-26f077722bff,Arteri,No,ONLINE,"72,74",VMS,Playlist timeout,TIMEOUT
331,2026-06-21 08:06:41,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2022,Polda Sulawesi Selatan,Simpang Kantor Satlantas,172.16.60.3,"-4,011063","119,621504",rtsp://onvif:lantas123!!@172.16.60.3:554/live/C825E4BB-A407-49E4-9B5E-CE898B323110,cctv_3f2d64a7-75f2-4b54-b0ac-b92c7a1922f6,Arteri,No,OFFLINE,N/A,RTSP,BE 400 (stream tidak tersedia),Unhealthy
332,2026-06-21 08:06:50,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Sumatera Selatan,RTMC Outdoor,vms.k3i-korlantas.id,"-2,97853025","104,7424762",https://vms.k3i-korlantas.id/K3i/SUMSEL/222_RTMC_Sumsel_Outdoor.stream/playlist.m3u8,cctv_3f8b2479-d377-44df-a8bb-9a3feae10621,Arteri,No,ONLINE,"29,61",VMS,Playlist timeout,TIMEOUT
333,2026-06-21 08:06:51,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2022,Polda Jawa Tengah,Simpang 3 Pos Polisi Faroka (Bunderan Manahan),vms.k3i-korlantas.id,"-7,55916","110,78567",https://vms.k3i-korlantas.id/K3i/2RTMC-2TMC/SUMUT-018_Simpang_Prapat_ke_Wisata.stream/playlist.m3u8,cctv_3fcd4f53-bd9b-4ff5-882e-c107929f063b,Arteri,Yes,ONLINE,"147,55",VMS,Playlist timeout,TIMEOUT
334,2026-06-21 08:06:51,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Kalimantan Timur,TL Beruang Madu PTZ,vms.k3i-korlantas.id,"-1,26917","116,85654",https://vms.k3i-korlantas.id/K3i/6POLDA/KTM-013_TL_Beruang_Madu_PTZ.stream/playlist.m3u8,cctv_3fd26c3f-70be-4dc1-8c09-b5dbdb2eee44,Arteri,No,ONLINE,"214,23",VMS,Playlist timeout,TIMEOUT
335,2026-06-21 08:06:51,BAGOPS,KORLANTAS - TMC,TMC 8 POLRES,Polda Lampung,JPO Rm Garuda 1,vms.k3i-korlantas.id,"-5,418798","105,253183",https://vms.k3i-korlantas.id/K3i/2020/BLPG-003_Garuda_1.stream/playlist.m3u8,cctv_3fdcb144-6fc3-48a3-aabe-421613a851e4,Arteri,No,ONLINE,"189,54",VMS,Playlist timeout,TIMEOUT
336,2026-06-21 08:06:52,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Sulawesi Utara,P. Tendean Jmbtn Kuning,vms.k3i-korlantas.id,"1,47496","124,83362",https://vms.k3i-korlantas.id/K3i/6POLDA/SLT-027_P_Tendean_Jmbtn_Kuning.stream/playlist.m3u8,cctv_40137f21-4ffd-40c8-b219-c71b3f86d581,Arteri,No,ONLINE,"46,92",VMS,Playlist timeout,TIMEOUT
337,2026-06-21 08:06:52,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Jawa Barat,Pospol Gamon 2,vms.k3i-korlantas.id,"-6,37162962","107,5537851",https://vms.k3i-korlantas.id/K3i/JABAR/129_Pos_Pol_Gamon_2.stream/playlist.m3u8,cctv_40225f62-d162-42b3-bfbb-bbb18a440bac,Arteri,No,ONLINE,"92,41",VMS,Playlist timeout,TIMEOUT
338,2026-06-21 08:06:45,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Bangka Belitung,Transmart FIX,vms.k3i-korlantas.id,"-2,115444","106,112278",https://vms.k3i-korlantas.id/K3i/6POLDA/BBL-028_Transmart_FIX.stream/playlist.m3u8,cctv_402309d6-0b2e-4f1f-b1c7-05d7ecbddba1,Arteri,No,ONLINE,"32,33",VMS,HTTP 502,Unhealthy
339,2026-06-21 08:06:46,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Kalimantan Timur,TL BDS FIX,vms.k3i-korlantas.id,"-1,25939","116,86672",https://vms.k3i-korlantas.id/K3i/6POLDA/KTM-016_TL_BDS_FIX.stream/playlist.m3u8,cctv_40235ccb-ba9e-4463-a998-809e954f4c30,Arteri,No,ONLINE,"36,26",VMS,HTTP 502,Unhealthy
340,2026-06-21 08:06:46,BAGOPS,KORLANTAS - TMC,TMC 8 POLRES,Polda Jawa Timur,Simpang 4 Bunder,vms.k3i-korlantas.id,"-7,169191","112,585709",https://vms.k3i-korlantas.id/K3i/2020/GRSK-015_Simpang_4_Bunder.stream/playlist.m3u8,cctv_40d57653-d3e5-41e4-8d7c-d03be5df4008,Arteri,Yes,ONLINE,"97,99",VMS,HTTP 502,Unhealthy
341,2026-06-21 08:06:46,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Banten,Lampu Merah Cipocok  FIX,vms.k3i-korlantas.id,"-6,131524","106,161271",https://vms.k3i-korlantas.id/K3i/6POLDA/BNT-016_Lampu_Merah_Cipocok__FIX.stream/playlist.m3u8,cctv_40dee81e-ab11-4087-9e8b-a3d9cac579a1,Arteri,No,ONLINE,"153,34",VMS,HTTP 502,Unhealthy
342,2026-06-21 08:06:47,BAGOPS,KORLANTAS - RTMC,RTMC 3 POLDA,Polda Gorontalo,Masjid Muhtadin,vms.k3i-korlantas.id,"0,625621","123,003115",https://vms.k3i-korlantas.id/K3i/SURAKARTA/SKT-023_Simpang-Empat-Ngemplak.stream/playlist.m3u8,cctv_41048364-55a7-47f4-8293-23c27aae1a99,Arteri,No,ONLINE,"149,79",VMS,HTTP 502,Unhealthy
343,2026-06-21 08:06:49,BAGOPS,KORLANTAS - TMC,TMC 8 POLRES,Polda Kalimantan Timur,Exit Toll Manggar,10.45.42.19,"-1,22958","116,95916",rtsp://onvif:lantas123!!@10.45.42.19:554/live/D7E0CA8B-2991-4016-AC14-CCB60C930C54,cctv_4137d6af-c330-4dbf-9ea7-72887e9178d7,Arteri,No,OFFLINE,N/A,RTSP,BE 400 (stream tidak tersedia),Unhealthy
344,2026-06-21 08:06:46,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Jawa Barat,Pospol Sadang Purwakarta,vms.k3i-korlantas.id,"-6,50937","107,4609",https://vms.k3i-korlantas.id/K3i/JABAR/115_Pos_Pol_Sadang.stream/playlist.m3u8,cctv_414e3d84-cf98-42e8-a264-e60895af60e0,Arteri,Yes,ONLINE,27,VMS,HTTP 502,Unhealthy
345,2026-06-21 08:06:47,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2023,Polda Jawa Tengah,Dpn Kntr Bupati/SP Kampus UNIVET,vms.k3i-korlantas.id,"-7,665544","110,836916",https://vms.k3i-korlantas.id/K3i/2022/SKH-010_Depan_Univet.stream/playlist.m3u8,cctv_41704de3-b790-4402-a88e-0e29b238e6ff,Arteri,Yes,ONLINE,"15,6",VMS,HTTP 502,Unhealthy
346,2026-06-21 08:06:47,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Metro Jaya,TL Simpang Cawang,vms.k3i-korlantas.id,"-6,24781015","106,8747784",https://vms.k3i-korlantas.id/K3i/METRO/063_TL+Simpang+Cawang.stream/playlist.m3u8,cctv_41910ac7-cdfb-4bc4-8d64-bed0e8beba6b,Arteri,Yes,ONLINE,"18,85",VMS,HTTP 502,Unhealthy
347,2026-06-21 08:06:47,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Metro Jaya,Bund. Alam Sutra Serpong,vms.k3i-korlantas.id,"-6,24530383","106,6492248",https://vms.k3i-korlantas.id/K3i/METRO/003_Bunderan+Alam+Sutera+Tangerang.stream/playlist.m3u8,cctv_41f39472-3c2f-4be7-9563-2e1f49fa60c6,Arteri,Yes,ONLINE,"21,56",VMS,HTTP 502,Unhealthy
348,2026-06-21 08:06:48,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2023,Polda Jawa Tengah,SP 3 UMS,vms.k3i-korlantas.id,"-7,5596331","110,7693559",https://vms.k3i-korlantas.id/K3i/2022/SKH-003_Depan_Kampus_UMS_3.stream/playlist.m3u8,cctv_423081e8-15c3-4db8-b32d-9de850378836,Arteri,No,ONLINE,"13,77",VMS,HTTP 502,Unhealthy
349,2026-06-21 08:06:48,BAGOPS,KORLANTAS - RTMC,RTMC 3 POLDA,Polda Kepulauan Riau,SP 4 Masjid Raya,vms.k3i-korlantas.id,"1,1272155","104,0524364",https://vms.k3i-korlantas.id/K3i/2022/KEPRI-012_Etle_Masjid_Agung.stream/playlist.m3u8,cctv_423d26f2-b879-46bb-9ea5-203a0bef84f9,Arteri,Yes,ONLINE,"18,59",VMS,HTTP 502,Unhealthy
350,2026-06-21 08:06:48,BAGOPS,KORLANTAS - RTMC,RTMC 3 POLDA,Polda Maluku,Depan Komplek Brimob,vms.k3i-korlantas.id,"-3,6735144","128,1935758",https://vms.k3i-korlantas.id/K3i/2022/MALUKU-001_Depan_Komplek_Brimob.stream/playlist.m3u8,cctv_42fbb377-9e96-451a-8d22-15aaab13757d,Arteri,No,ONLINE,"99,26",VMS,HTTP 502,Unhealthy
351,2026-06-21 08:06:48,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Jawa Barat,Pospol Ciawi,vms.k3i-korlantas.id,"-6,6551375","106,8604958",https://vms.k3i-korlantas.id/K3i/JABAR/098_Pos_Pol_Ciawi.stream/playlist.m3u8,cctv_436793d1-3917-4538-b348-a1cbaa167954,Arteri,Yes,ONLINE,"12,58",VMS,HTTP 502,Unhealthy
352,2026-06-21 08:06:48,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2022,Polda Jawa Tengah,Simpang 3 Ringroad Al Kahfi,vms.k3i-korlantas.id,"-7,54152756","110,8551566",https://vms.k3i-korlantas.id/K3i/2RTMC-2TMC/SULSEL-002_Jl_Ahmad_Yani_Sudirman.stream/playlist.m3u8,cctv_43860f40-6edb-4a8d-b776-e9dfebcdcebf,Arteri,Yes,ONLINE,"27,7",VMS,HTTP 502,Unhealthy
353,2026-06-21 08:06:49,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Jawa Timur,Simpang Pdam Malang,vms.k3i-korlantas.id,"-7,94062","112,64255",https://vms.k3i-korlantas.id/K3i/JATIM/185_Simpang_PDAM_Malang.stream/playlist.m3u8,cctv_439ac096-6a90-463d-be75-39f0181036d7,Arteri,Yes,ONLINE,"26,86",VMS,HTTP 502,Unhealthy
354,2026-06-21 08:06:49,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Maluku Utara,TL WALIKOTA PTZ,vms.k3i-korlantas.id,"0,786301","127,380939",https://vms.k3i-korlantas.id/K3i/6POLDA/MLT-030_Tl_Walikota_Ptz.stream/playlist.m3u8,cctv_43ce1c34-c1ed-4967-b791-f32f377a5349,Arteri,No,ONLINE,"185,52",VMS,HTTP 502,Unhealthy
355,2026-06-21 08:06:49,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Jawa Barat,Pospol Kahatex,vms.k3i-korlantas.id,"-6,93151386","107,5606863",https://vms.k3i-korlantas.id/K3i/JABAR/106_Pos_Pol_Kahatex_Rancaekek_Sumedang.stream/playlist.m3u8,cctv_4422d179-f78c-4632-82a9-0b5e98a6eb5a,Arteri,Yes,ONLINE,"15,62",VMS,HTTP 502,Unhealthy
356,2026-06-21 08:06:50,BAGOPS,KORLANTAS - TMC,TMC 8 POLRES,Polda Jawa Timur,Simpang 3 Exit Tol Kebomas,vms.k3i-korlantas.id,"-7,16819","112,59529",https://vms.k3i-korlantas.id/K3i/2020/GRSK-006_Kebomas2.stream/playlist.m3u8,cctv_442c2c69-c0c1-4e29-93b4-cbe047edfe32,Arteri,Yes,ONLINE,"28,33",VMS,HTTP 502,Unhealthy
357,2026-06-21 08:07:00,BAGOPS,KORLANTAS - TMC,TMC 8 POLRES,Polda Jawa Timur,Simpang 3 GKB 1,vms.k3i-korlantas.id,"-7,159486","112,618592",https://vms.k3i-korlantas.id/K3i/2020/GRSK-007_Simpang3_GKB1.stream/playlist.m3u8,cctv_443640a3-7934-45ee-bd9b-5a9a1b966139,Arteri,Yes,ONLINE,"15,31",VMS,HTTP 502,Unhealthy
358,2026-06-21 08:07:00,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Sulawesi Utara,A.Yani Dpn X O Suki,vms.k3i-korlantas.id,"1,46733","124,83106",https://vms.k3i-korlantas.id/K3i/6POLDA/SLT-016_A.Yani_Dpn_X_O_Suki.stream/playlist.m3u8,cctv_4457c212-89a3-4a86-80ea-011fe42279d0,Arteri,No,ONLINE,"13,95",VMS,HTTP 502,Unhealthy
359,2026-06-21 08:07:10,BAGOPS,KORLANTAS - TMC,TMC 8 POLRES,Polda Jawa Tengah,SP 5 Sumber Solo,10.45.42.19,"-7,54582","110,805722",rtsp://onvif:lantas123!!@10.45.42.19:554/live/B7C8D340-4880-4C49-BBC3-C187DF908492,cctv_446cd94b-4547-47ec-b6fb-d90a2d24551a,Arteri,Yes,OFFLINE,N/A,RTSP,Playlist timeout,TIMEOUT
360,2026-06-21 08:07:00,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Metro Jaya,TL Armabar,vms.k3i-korlantas.id,"-6,16369","106,83836",https://vms.k3i-korlantas.id/K3i/METRO/037_TL+Armabar.stream/playlist.m3u8,cctv_447fd5c5-74ad-467a-8eb5-1f742db75b05,Arteri,Yes,ONLINE,"15,93",VMS,HTTP 502,Unhealthy
361,2026-06-21 08:07:00,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Bangka Belitung,SP. Muntok PTZ,vms.k3i-korlantas.id,"-2,132222","106,108389",https://vms.k3i-korlantas.id/K3i/6POLDA/BBL-021_SP_Muntok_PTZ.stream/playlist.m3u8,cctv_44a21049-2cfb-411b-b504-990c608a4473,Arteri,No,ONLINE,"23,71",VMS,HTTP 502,Unhealthy
362,2026-06-21 08:07:00,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Riau,Simpang bandara 1,vms.k3i-korlantas.id,"0,4707099","101,4539618",https://vms.k3i-korlantas.id/K3i/6POLDA/RIAU-010_Simpang_bandara_1.stream/playlist.m3u8,cctv_44a4234f-65d1-4bef-a577-2679adeb0fd0,Arteri,No,ONLINE,"20,33",VMS,HTTP 502,Unhealthy
363,2026-06-21 08:07:00,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Jawa Tengah,Simpang 4 Palur,vms.k3i-korlantas.id,"-7,56836","110,87353",https://vms.k3i-korlantas.id/K3i/JATENG/160_Simpang_4_Palur.stream/playlist.m3u8,cctv_44e5b8ea-4721-4f62-a4c5-3d77b9a75316,Arteri,No,ONLINE,"15,05",VMS,HTTP 502,Unhealthy
364,2026-06-21 08:07:00,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Bali,Kuta Square,vms.k3i-korlantas.id,"-8,72444","115,17138",https://vms.k3i-korlantas.id/K3i/BALI/205_Kuta_Square.stream/playlist.m3u8,cctv_44fbe0b6-e74f-4747-b6d8-670c7c39300c,Arteri,No,ONLINE,"243,85",VMS,HTTP 502,Unhealthy
365,2026-06-21 08:07:00,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Metro Jaya,TL Harmoni,vms.k3i-korlantas.id,"-6,16721","106,82092",https://vms.k3i-korlantas.id/K3i/METRO/045_TL+Harmoni+1.stream/playlist.m3u8,cctv_4525951a-0966-406e-97dc-9e2ddaec67b8,Arteri,Yes,ONLINE,"156,02",VMS,HTTP 502,Unhealthy
366,2026-06-21 08:07:00,BAGOPS,KORLANTAS - RTMC,RTMC 3 POLDA,Polda Kepulauan Riau,Bundaran Kabil,vms.k3i-korlantas.id,"1,1004789","104,095355",https://vms.k3i-korlantas.id/K3i/2022/KEPRI-001_Bundaran_Kabil.stream/playlist.m3u8,cctv_45869833-3f2d-4656-89f6-e0c803182866,Arteri,Yes,ONLINE,"131,58",VMS,HTTP 502,Unhealthy
367,2026-06-21 08:07:02,BAGOPS,KORLANTAS - TMC,TMC 3 POLRES TA 2022,Polda Sulawesi Selatan,ujung Jl. S. Hasanudin (pasar Senggol),172.16.60.3,"-4,007182","119,622348",rtsp://onvif:lantas123!!@172.16.60.3:554/live/723CD029-BD01-4A53-B080-783C2F781B45,cctv_458c529b-c030-4af0-91f1-dcf69b826675,Arteri,No,OFFLINE,N/A,RTSP,BE 400 (stream tidak tersedia),Unhealthy
368,2026-06-21 08:07:01,BAGOPS,KORLANTAS - TMC,TMC 4 POLRES TA 2024,Polda Sumatera Selatan,DPN Bank BNI,vms.k3i-korlantas.id,"-3,01038","104,72312",https://vms.k3i-korlantas.id/K3i/2024/PLG-005_DPN_Bank_BNI.stream/playlist.m3u8,cctv_45c94833-f96b-4965-8fc7-c31a36dee8e0,Arteri,Yes,ONLINE,"28,64",VMS,HTTP 502,Unhealthy
369,2026-06-21 08:07:01,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Bangka Belitung,SP. Muntok FIX,vms.k3i-korlantas.id,"-2,132222","106,108389",https://vms.k3i-korlantas.id/K3i/6POLDA/BBL-022_SP_Muntok_FIX.stream/playlist.m3u8,cctv_46092fee-6648-40f8-ae80-c410c3485775,Arteri,No,ONLINE,"15,66",VMS,HTTP 502,Unhealthy
370,2026-06-21 08:07:01,BAGOPS,KORLANTAS - RTMC,RTMC 7 POLDA,Polda Jawa Barat,Simpang Jl. Baru Nagreg,vms.k3i-korlantas.id,"-7,02056192","107,8894458",https://vms.k3i-korlantas.id/K3i/JABAR/091_Persimpangan_Jln.Baru_Nagreg.stream/playlist.m3u8,cctv_46e0a4ee-83e7-41fc-ab97-02ab7459ccc1,Arteri,Yes,ONLINE,"31,28",VMS,HTTP 502,Unhealthy
371,2026-06-21 08:07:01,BAGOPS,KORLANTAS - RTMC,RTMC 6 POLDA,Polda Riau,Gurindam 2 A,vms.k3i-korlantas.id,"0,5104994","101,4492916",https://vms.k3i-korlantas.id/K3i/6POLDA/RIAU-021_Gurindam_2_A.stream/playlist.m3u8,cctv_471e5b6b-5d7f-4595-a941-296165fcc4dd,Arteri,No,ONLINE,"15,67",VMS,HTTP 502,Unhealthy
